song,spotify_url,spotdl_url,spotdl_score,judge_url,judge_choice,judge_confidence,judge_original,final_url,outcome
The Rolling Stones - (I Can't Get No) Satisfaction - Mono,https://open.spotify.com/track/2PzU4IB8Dr6mxV3lHuaG34,https://music.youtube.com/watch?v=eUpb-ALfUzc,100.0,https://music.youtube.com/watch?v=eUpb-ALfUzc,0,0.305,0.874,https://music.youtube.com/watch?v=eUpb-ALfUzc,low_confidence
Led Zeppelin - Rock and Roll - Remaster,https://open.spotify.com/track/4PRGxHpCpF2yoOHYKQIEwD,https://music.youtube.com/watch?v=SRQ7-eSGBWc,100.0,,none,0.346,0.873,https://music.youtube.com/watch?v=SRQ7-eSGBWc,rejected_all
Guns N' Roses - Live And Let Die,https://open.spotify.com/track/0rFWuqFgHAfuzE8uSB9TWR,https://music.youtube.com/watch?v=RywqQ_AKB9M,100.0,,none,0.426,0.86,https://music.youtube.com/watch?v=RywqQ_AKB9M,rejected_all
"Pink Floyd - Another Brick in the Wall, Pt. 2",https://open.spotify.com/track/4gMgiXfqyzZLMhsksGmbQV,https://music.youtube.com/watch?v=Ey8gm1W-e1Y,100.0,,none,0.465,0.862,https://music.youtube.com/watch?v=Ey8gm1W-e1Y,rejected_all
AC/DC - Dirty Deeds Done Dirt Cheap,https://open.spotify.com/track/2d4e45fmUnguxh6yqC7gNT,https://music.youtube.com/watch?v=UIE4UjBtx-o,100.0,,none,0.383,0.828,https://music.youtube.com/watch?v=UIE4UjBtx-o,rejected_all
Billy Idol - White Wedding - Pt. 1,https://open.spotify.com/track/1gzIbdFnGJ226LTl0Cn2SX,https://music.youtube.com/watch?v=o5oTrvdNoP4,100.0,,none,0.289,0.841,https://music.youtube.com/watch?v=o5oTrvdNoP4,rejected_all
Journey - Any Way You Want It,https://open.spotify.com/track/71SvEDmsOwIWw1IozsZoMA,https://www.youtube.com/watch?v=mSEzrgql-Zs,100,,none,0.471,0.774,https://www.youtube.com/watch?v=mSEzrgql-Zs,rejected_all
Ram Jam - Black Betty,https://open.spotify.com/track/6kooDsorCpWVMGc994XjWN,https://music.youtube.com/watch?v=wWk-uDrGxL0,100.0,https://music.youtube.com/watch?v=wWk-uDrGxL0,0,0.332,0.839,https://music.youtube.com/watch?v=wWk-uDrGxL0,low_confidence
Beastie Boys - Fight For Your Right,https://open.spotify.com/track/5NLuC70kZQv8q34QyQa1DP,https://music.youtube.com/watch?v=pYoN9OraOWM,100.0,,none,0.492,0.875,https://music.youtube.com/watch?v=pYoN9OraOWM,rejected_all
KISS - Heaven's On Fire,https://open.spotify.com/track/1brpdmqkx3kSxyqzqXfW7J,https://music.youtube.com/watch?v=gyV50S1a9uY,100.0,,none,0.519,0.83,https://music.youtube.com/watch?v=gyV50S1a9uY,rejected_all
Bon Jovi - Runaway,https://open.spotify.com/track/0X1sqQ652p1sceKM2nJlIJ,https://music.youtube.com/watch?v=kb2DgAF3egQ,100.0,,none,0.491,0.815,https://music.youtube.com/watch?v=kb2DgAF3egQ,rejected_all
AC/DC - Moneytalks,https://open.spotify.com/track/5u5F7qLDvZjBSktaDp4HxB,https://music.youtube.com/watch?v=iaaRYZPu9dc,100.0,,none,0.342,0.781,https://music.youtube.com/watch?v=iaaRYZPu9dc,rejected_all
Bruce Springsteen - Born in the U.S.A.,https://open.spotify.com/track/0dOg1ySSI7NkpAe89Zo0b9,https://music.youtube.com/watch?v=tRx212PUa4g,100.0,,none,0.428,0.869,https://music.youtube.com/watch?v=tRx212PUa4g,rejected_all
Billy Idol - Rebel Yell,https://open.spotify.com/track/4TIJ7zSBNejpoIPaWpWRKc,https://music.youtube.com/watch?v=seHlHzYpWBU,100.0,,none,0.472,0.857,https://music.youtube.com/watch?v=seHlHzYpWBU,rejected_all
The Knack - My Sharona,https://open.spotify.com/track/1HOMkjp0nHMaTnfAkslCQj,https://music.youtube.com/watch?v=ZR-3r5Z9kqw,100.0,https://music.youtube.com/watch?v=ZR-3r5Z9kqw,0,0.307,0.807,https://music.youtube.com/watch?v=ZR-3r5Z9kqw,low_confidence
Aerosmith - Sweet Emotion,https://open.spotify.com/track/24NwBd5vZ2CK8VOQVnqdxr,https://music.youtube.com/watch?v=15aa3WIHk5M,100.0,,none,0.422,0.82,https://music.youtube.com/watch?v=15aa3WIHk5M,rejected_all
Black Sabbath - War Pigs,https://open.spotify.com/track/0HVQuuXGAcQ2P5mBN521ae,https://music.youtube.com/watch?v=bc5Nk1DXyEY,100.0,,none,0.389,0.857,https://music.youtube.com/watch?v=bc5Nk1DXyEY,rejected_all
Def Leppard - Rock Of Ages,https://open.spotify.com/track/2AmEv442DGwSxMGZ9XEvBA,https://music.youtube.com/watch?v=fTAOLmEba4I,86.0,https://music.youtube.com/watch?v=fTAOLmEba4I,4,0.542,0.854,https://music.youtube.com/watch?v=fTAOLmEba4I,low_confidence
ZZ Top - La Grange - 2005 Remaster,https://open.spotify.com/track/70YvYr2hGlS01bKRIho1HM,https://music.youtube.com/watch?v=bSt4myecN_c,100.0,,none,0.383,0.833,https://music.youtube.com/watch?v=bSt4myecN_c,rejected_all
Creedence Clearwater Revival - Fortunate Son,https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh,https://music.youtube.com/watch?v=r5NzAksjfDI,100.0,,none,0.372,0.89,https://music.youtube.com/watch?v=r5NzAksjfDI,rejected_all
Electric Light Orchestra - Mr. Blue Sky,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,https://music.youtube.com/watch?v=wuJIqmha2Hk,85.19,,none,0.358,0.841,https://music.youtube.com/watch?v=wuJIqmha2Hk,rejected_all
The White Stripes - Seven Nation Army,https://open.spotify.com/track/7i6r9KotUPQg3ozKKgEPIN,https://music.youtube.com/watch?v=D_QLxj8jCF0,100.0,,none,0.484,0.7,https://music.youtube.com/watch?v=D_QLxj8jCF0,rejected_all
The Animals - House Of The Rising Sun,https://open.spotify.com/track/7BY005dacJkbO6EPiOh2wb,https://music.youtube.com/watch?v=MJkr0DWbhTk,100.0,,none,0.51,0.73,https://music.youtube.com/watch?v=MJkr0DWbhTk,rejected_all
Don McLean - American Pie,https://open.spotify.com/track/1fDsrQ23eTAVFElUMaf38X,https://music.youtube.com/watch?v=iX_TFkut1PM,100.0,,none,0.388,0.851,https://music.youtube.com/watch?v=iX_TFkut1PM,rejected_all
Queen - Another One Bites The Dust - Remastered 2011,https://open.spotify.com/track/57JVGBtBLCfHw2muk5416J,https://music.youtube.com/watch?v=b72gdhV_rXM,85.72,,none,0.313,0.844,https://music.youtube.com/watch?v=b72gdhV_rXM,rejected_all
Billy Joel - Uptown Girl,https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh,https://music.youtube.com/watch?v=H6M0EulApMM,100.0,,none,0.359,0.794,https://music.youtube.com/watch?v=H6M0EulApMM,rejected_all
Billy Joel - Vienna,https://open.spotify.com/track/7gREIuHognJFspylIDJ94p,https://music.youtube.com/watch?v=irl89Gmcv8c,100.0,,none,0.321,0.78,https://music.youtube.com/watch?v=irl89Gmcv8c,rejected_all
Billy Joel - Piano Man,https://open.spotify.com/track/78WVLOP9pN0G3gRLFy1rAa,https://music.youtube.com/watch?v=LLbew85exp0,88.64,https://music.youtube.com/watch?v=LLbew85exp0,4,0.492,0.897,https://music.youtube.com/watch?v=LLbew85exp0,low_confidence
Queen - Love Of My Life - Remastered 2011,https://open.spotify.com/track/790YJcgHlN3SaosQCHlWzn,https://music.youtube.com/watch?v=_IL77qFKgRw,81.05,https://music.youtube.com/watch?v=_IL77qFKgRw,4,0.462,0.868,https://music.youtube.com/watch?v=_IL77qFKgRw,low_confidence
Billy Joel - An Innocent Man,https://open.spotify.com/track/1Gg14U26oq94uWcG7khccX,https://music.youtube.com/watch?v=zx9-3On46-c,100.0,,none,0.373,0.869,https://music.youtube.com/watch?v=zx9-3On46-c,rejected_all
Michael Jackson - Man in the Mirror - 2012 Remaster,https://open.spotify.com/track/1kiNatIrwDusOZfR29W0LJ,https://www.youtube.com/watch?v=XQ4mcSyhKlo,100,,none,0.394,0.774,https://www.youtube.com/watch?v=XQ4mcSyhKlo,rejected_all
Led Zeppelin - Black Dog - Remaster,https://open.spotify.com/track/3qT4bUD1MaWpGrTwcvguhb,https://www.youtube.com/watch?v=BNIufp5fzEk,100,,none,0.26,0.863,https://www.youtube.com/watch?v=BNIufp5fzEk,rejected_all
Led Zeppelin - Whole Lotta Love - 1990 Remaster,https://open.spotify.com/track/0hCB0YR03f6AmQaHbwWDe8,https://music.youtube.com/watch?v=0bcIjILqORM,80.9,https://music.youtube.com/watch?v=0bcIjILqORM,4,0.656,0.829,https://music.youtube.com/watch?v=0bcIjILqORM,low_confidence
Fastway - Say What You Will,https://open.spotify.com/track/08nVwMJvWeJwwc9pSd74wO,https://music.youtube.com/watch?v=S-iHK0xTneg,100.0,,none,0.401,0.743,https://music.youtube.com/watch?v=S-iHK0xTneg,rejected_all
Extreme - Get The Funk Out,https://open.spotify.com/track/1Q92pr5ZjhaOfNTvrjYLnE,https://music.youtube.com/watch?v=8Dsz4TpIRvI,100.0,,none,0.334,0.827,https://music.youtube.com/watch?v=8Dsz4TpIRvI,rejected_all
Extreme - Hole Hearted,https://open.spotify.com/track/1cItNpcJskTVETprljc7HV,https://music.youtube.com/watch?v=fu7vlU0Quow,100.0,,none,0.356,0.767,https://music.youtube.com/watch?v=fu7vlU0Quow,rejected_all
Deep Purple - Burn - Remastered 2004,https://open.spotify.com/track/1iW2ktyrQHNKZwFTvgP0Ta,https://www.youtube.com/watch?v=LCnebZnysmI,100,https://www.youtube.com/watch?v=fFqpiHrOn7w,3,0.414,0.861,https://www.youtube.com/watch?v=LCnebZnysmI,low_confidence
Judas Priest - Hell Bent for Leather,https://open.spotify.com/track/0SEd8AUWG3j4YFsFEVmGjW,https://music.youtube.com/watch?v=OwUpV1_tteY,100.0,,none,0.456,0.847,https://music.youtube.com/watch?v=OwUpV1_tteY,rejected_all
Queen - Don't Stop Me Now - Remastered 2011,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,https://www.youtube.com/watch?v=OwXcSAz2o6s,100,,none,0.42,0.813,https://www.youtube.com/watch?v=OwXcSAz2o6s,rejected_all
Kenny Loggins - Footloose,https://open.spotify.com/track/4O4Z8VFczL8MxIOmqVWc1b,https://www.youtube.com/watch?v=FDMHZFJnk2s,100,,none,0.348,0.385,https://www.youtube.com/watch?v=FDMHZFJnk2s,rejected_all
Jerry Lee Lewis - Great Balls Of Fire,https://open.spotify.com/track/64VP3skE86iTvdOlbzuIcO,https://music.youtube.com/watch?v=ytvHi5VXCdw,100.0,,none,0.401,0.814,https://music.youtube.com/watch?v=ytvHi5VXCdw,rejected_all
Queen - Radio Ga Ga - Remastered 2011,https://open.spotify.com/track/1nQRg9q9uwALGzouOX5OyQ,https://www.youtube.com/watch?v=9kGqkHWrA8Y,100,,none,0.34,0.691,https://www.youtube.com/watch?v=9kGqkHWrA8Y,rejected_all
Queen - We Will Rock You - Remastered 2011,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,https://music.youtube.com/watch?v=6eCIQSHY8UI,83.78,https://music.youtube.com/watch?v=6eCIQSHY8UI,4,0.384,0.852,https://music.youtube.com/watch?v=6eCIQSHY8UI,low_confidence
Deep Purple - Highway Star - Remastered 2012,https://open.spotify.com/track/3uMmllZo1AfoEnVT4ENCD3,https://www.youtube.com/watch?v=yiHCLxTK7r0,100,https://www.youtube.com/watch?v=INfDReZT1dU,3,0.32,0.752,https://www.youtube.com/watch?v=yiHCLxTK7r0,low_confidence
Status Quo - Caroline,https://open.spotify.com/track/19Hqfd3qkMkvBB6MsFt8o6,https://music.youtube.com/watch?v=69YERtGeX6A,100.0,,none,0.297,0.797,https://music.youtube.com/watch?v=69YERtGeX6A,rejected_all
Michael Jackson - Bad - 2012 Remaster,https://open.spotify.com/track/2gSNBigeWMVtY3QBIvPAEc,https://www.youtube.com/watch?v=aVMtACPiT0E,100.0,,none,0.46,0.814,https://www.youtube.com/watch?v=aVMtACPiT0E,rejected_all
Metallica - Enter Sandman,https://open.spotify.com/track/5sICkBXVmaCQk5aISGR3x1,https://music.youtube.com/watch?v=CHIWNDAwTqQ,100.0,,none,0.516,0.857,https://music.youtube.com/watch?v=CHIWNDAwTqQ,rejected_all
Queen - Crazy Little Thing Called Love - Remastered 2011,https://open.spotify.com/track/6xdLJrVj4vIXwhuG8TMopk,https://music.youtube.com/watch?v=ARwcMqXz4Zc,80.94,,none,0.367,0.753,https://music.youtube.com/watch?v=ARwcMqXz4Zc,rejected_all
Queen - Bohemian Rhapsody - Remastered 2011,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,https://music.youtube.com/watch?v=BSTsnWoslP4,84.76,,none,0.431,0.746,https://music.youtube.com/watch?v=BSTsnWoslP4,rejected_all
Nirvana - Smells Like Teen Spirit - Remastered,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu,https://www.youtube.com/watch?v=69Wqhhun5_o,100,https://www.youtube.com/watch?v=69Wqhhun5_o,4,0.363,0.842,https://www.youtube.com/watch?v=69Wqhhun5_o,low_confidence
Deep Purple - Space Truckin' - Remastered 2012,https://open.spotify.com/track/5S126DaCBZ8z6yh7B1Lszr,https://music.youtube.com/watch?v=iznf49vOgJs,85.27,https://music.youtube.com/watch?v=iznf49vOgJs,4,0.292,0.833,https://music.youtube.com/watch?v=iznf49vOgJs,low_confidence
"Bee Gees - Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",https://open.spotify.com/track/3mRM4NM8iO7UBqrSigCQFH,https://music.youtube.com/watch?v=GbsFCYEJGZ0,82.89,https://music.youtube.com/watch?v=GbsFCYEJGZ0,4,0.508,0.812,https://music.youtube.com/watch?v=GbsFCYEJGZ0,low_confidence
Def Leppard - Pour Some Sugar On Me - Remastered 2017,https://open.spotify.com/track/0PdM2a6oIjqepoEfcJo0RO,https://music.youtube.com/watch?v=eiOIDqRKo0Y,86.21,https://music.youtube.com/watch?v=eiOIDqRKo0Y,4,0.494,0.835,https://music.youtube.com/watch?v=eiOIDqRKo0Y,low_confidence
Michael Jackson - Smooth Criminal - 2012 Remaster,https://open.spotify.com/track/5T7ywazdGIydr6JCW6t02j,https://www.youtube.com/watch?v=zjumtUhhGrg,100,,none,0.347,0.784,https://www.youtube.com/watch?v=zjumtUhhGrg,rejected_all
Survivor - Eye of the Tiger,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e,https://music.youtube.com/watch?v=S-LO6dctBms,100.0,,none,0.361,0.79,https://music.youtube.com/watch?v=S-LO6dctBms,rejected_all
Queen - Under Pressure - Remastered 2011,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,https://www.youtube.com/watch?v=kVmCYFB3Q-w,100,https://www.youtube.com/watch?v=kVmCYFB3Q-w,4,0.343,0.806,https://www.youtube.com/watch?v=kVmCYFB3Q-w,low_confidence
Aerosmith - Walk This Way,https://open.spotify.com/track/4JfuiOWlWCkjP6OKurHjSn,https://music.youtube.com/watch?v=gkWCLjxQqjU,100.0,,none,0.476,0.828,https://music.youtube.com/watch?v=gkWCLjxQqjU,rejected_all
Living Colour - Cult of Personality,https://open.spotify.com/track/5e3YOg6fIkP0wD5TyxcHOH,https://music.youtube.com/watch?v=S3_Pm1Yn0tA,90.92,https://music.youtube.com/watch?v=S3_Pm1Yn0tA,4,0.383,0.861,https://music.youtube.com/watch?v=S3_Pm1Yn0tA,low_confidence
Black Eyed Peas - Now Generation,https://open.spotify.com/track/2IOkw6dxIF2rfBRu5pUmc5,https://music.youtube.com/watch?v=eCrrgBwKPhs,94.12,https://music.youtube.com/watch?v=eCrrgBwKPhs,4,0.54,0.815,https://music.youtube.com/watch?v=eCrrgBwKPhs,low_confidence
Guns N' Roses - Welcome To The Jungle,https://open.spotify.com/track/0G21yYKMZoHa30cYVi1iA8,https://music.youtube.com/watch?v=0CNPR2qNzxk,100.0,,none,0.413,0.756,https://music.youtube.com/watch?v=0CNPR2qNzxk,rejected_all
AC/DC - It's a Long Way to the Top (If You Wanna Rock 'N' Roll),https://open.spotify.com/track/7nemcVsXVFZF01iqpIIo2Y,https://music.youtube.com/watch?v=vj_rvLVpqg8,100.0,,none,0.452,0.863,https://music.youtube.com/watch?v=vj_rvLVpqg8,rejected_all
Boston - More Than a Feeling,https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF,https://music.youtube.com/watch?v=ufQUxoidxkM,100.0,,none,0.371,0.816,https://music.youtube.com/watch?v=ufQUxoidxkM,rejected_all
Lynyrd Skynyrd - Free Bird,https://open.spotify.com/track/5EWPGh7jbTNO2wakv8LjUI,https://music.youtube.com/watch?v=IGLVMBTIAPE,88.67,https://music.youtube.com/watch?v=IGLVMBTIAPE,4,0.443,0.866,https://music.youtube.com/watch?v=IGLVMBTIAPE,low_confidence
