song,spotify_url,spotdl_url,spotdl_score,judge_url,judge_choice,judge_confidence,judge_original,final_url,outcome
Queen - Love Of My Life - Remastered 2011,https://open.spotify.com/track/790YJcgHlN3SaosQCHlWzn,https://www.youtube.com/watch?v=sUJkCXE4sAA,100,https://music.youtube.com/watch?v=_IL77qFKgRw,3,0.428,0.893,https://www.youtube.com/watch?v=sUJkCXE4sAA,low_confidence
Michael Jackson - Man in the Mirror - 2012 Remaster,https://open.spotify.com/track/1kiNatIrwDusOZfR29W0LJ,https://www.youtube.com/watch?v=XQ4mcSyhKlo,100,,none,0.316,0.794,https://www.youtube.com/watch?v=XQ4mcSyhKlo,rejected_all
Led Zeppelin - Black Dog - Remaster,https://open.spotify.com/track/3qT4bUD1MaWpGrTwcvguhb,https://www.youtube.com/watch?v=BNIufp5fzEk,100,,none,0.307,0.841,https://www.youtube.com/watch?v=BNIufp5fzEk,rejected_all
Led Zeppelin - Whole Lotta Love - 1990 Remaster,https://open.spotify.com/track/0hCB0YR03f6AmQaHbwWDe8,https://www.youtube.com/watch?v=th5gO-4LHaw,100,https://www.youtube.com/watch?v=NI7kye7edPc,4,0.242,0.592,https://www.youtube.com/watch?v=th5gO-4LHaw,low_confidence
Led Zeppelin - Immigrant Song - Remaster,https://open.spotify.com/track/2G7woUgHMt6QBU7esQ5rsL,https://www.youtube.com/watch?v=kEGuHdKn0Lc,100,,none,0.313,0.835,https://www.youtube.com/watch?v=kEGuHdKn0Lc,rejected_all
Fastway - Say What You Will,https://open.spotify.com/track/08nVwMJvWeJwwc9pSd74wO,https://music.youtube.com/watch?v=S-iHK0xTneg,100,https://music.youtube.com/watch?v=S-iHK0xTneg,0,0.411,0.818,https://music.youtube.com/watch?v=S-iHK0xTneg,low_confidence
Extreme - Get The Funk Out,https://open.spotify.com/track/1Q92pr5ZjhaOfNTvrjYLnE,https://music.youtube.com/watch?v=8Dsz4TpIRvI,100,,none,0.264,0.85,https://music.youtube.com/watch?v=8Dsz4TpIRvI,rejected_all
Extreme - Hole Hearted,https://open.spotify.com/track/1cItNpcJskTVETprljc7HV,https://music.youtube.com/watch?v=fu7vlU0Quow,100,,none,0.29,0.798,https://music.youtube.com/watch?v=fu7vlU0Quow,rejected_all
Judas Priest - Hell Bent for Leather,https://open.spotify.com/track/0SEd8AUWG3j4YFsFEVmGjW,https://music.youtube.com/watch?v=OwUpV1_tteY,100,https://music.youtube.com/watch?v=OwUpV1_tteY,0,0.457,0.888,https://music.youtube.com/watch?v=OwUpV1_tteY,low_confidence
Queen - Don't Stop Me Now - Remastered 2011,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,https://www.youtube.com/watch?v=OwXcSAz2o6s,100,,none,0.339,0.852,https://www.youtube.com/watch?v=OwXcSAz2o6s,rejected_all
Jerry Lee Lewis - Great Balls Of Fire,https://open.spotify.com/track/64VP3skE86iTvdOlbzuIcO,https://music.youtube.com/watch?v=ytvHi5VXCdw,100,,none,0.282,0.831,https://music.youtube.com/watch?v=ytvHi5VXCdw,rejected_all
Deep Purple - Highway Star - Remastered 2012,https://open.spotify.com/track/3uMmllZo1AfoEnVT4ENCD3,https://www.youtube.com/watch?v=yiHCLxTK7r0,100,https://www.youtube.com/watch?v=yiHCLxTK7r0,2,0.284,0.789,https://www.youtube.com/watch?v=yiHCLxTK7r0,low_confidence
Michael Jackson - Man in the Mirror - 2012 Remaster,https://open.spotify.com/track/3c7Ctlw9MKlIQPxRH3fOTt,https://www.youtube.com/watch?v=XQ4mcSyhKlo,100,,none,0.327,0.816,https://www.youtube.com/watch?v=XQ4mcSyhKlo,rejected_all
Metallica - Enter Sandman,https://open.spotify.com/track/5sICkBXVmaCQk5aISGR3x1,https://music.youtube.com/watch?v=CHIWNDAwTqQ,100,,none,0.42,0.879,https://music.youtube.com/watch?v=CHIWNDAwTqQ,rejected_all
Queen - Crazy Little Thing Called Love - Remastered 2011,https://open.spotify.com/track/6xdLJrVj4vIXwhuG8TMopk,https://www.youtube.com/watch?v=zO6D_BAuYCI,100,https://www.youtube.com/watch?v=zO6D_BAuYCI,4,0.482,0.777,https://www.youtube.com/watch?v=zO6D_BAuYCI,low_confidence
Queen - Bohemian Rhapsody - Remastered 2011,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,https://music.youtube.com/watch?v=BSTsnWoslP4,84.76,,none,0.412,0.698,https://music.youtube.com/watch?v=BSTsnWoslP4,rejected_all
Deep Purple - Space Truckin' - Remastered 2012,https://open.spotify.com/track/5S126DaCBZ8z6yh7B1Lszr,https://www.youtube.com/watch?v=CUjfX7oObkI,100,,none,0.345,0.776,https://www.youtube.com/watch?v=CUjfX7oObkI,rejected_all
"Bee Gees - Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",https://open.spotify.com/track/3mRM4NM8iO7UBqrSigCQFH,https://www.youtube.com/watch?v=Fa9n7GirhsI,100,,,,,https://www.youtube.com/watch?v=Fa9n7GirhsI,judge_error
Def Leppard - Pour Some Sugar On Me - Remastered 2017,https://open.spotify.com/track/0PdM2a6oIjqepoEfcJo0RO,https://music.youtube.com/watch?v=eiOIDqRKo0Y,100,,,,,https://music.youtube.com/watch?v=eiOIDqRKo0Y,judge_error
Michael Jackson - Smooth Criminal - 2012 Remaster,https://open.spotify.com/track/5T7ywazdGIydr6JCW6t02j,https://www.youtube.com/watch?v=zjumtUhhGrg,100,,,,,https://www.youtube.com/watch?v=zjumtUhhGrg,judge_error
Survivor - Eye of the Tiger,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e,https://music.youtube.com/watch?v=S-LO6dctBms,100,,,,,https://music.youtube.com/watch?v=S-LO6dctBms,judge_error
Queen - Under Pressure - Remastered 2011,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,https://www.youtube.com/watch?v=OEIrGNMlO5g,100,,none,0.304,0.842,https://www.youtube.com/watch?v=OEIrGNMlO5g,rejected_all
Aerosmith - Walk This Way,https://open.spotify.com/track/4JfuiOWlWCkjP6OKurHjSn,https://music.youtube.com/watch?v=gkWCLjxQqjU,100,,none,0.342,0.852,https://music.youtube.com/watch?v=gkWCLjxQqjU,rejected_all
Living Colour - Cult of Personality,https://open.spotify.com/track/5e3YOg6fIkP0wD5TyxcHOH,https://www.youtube.com/watch?v=HCjaSQf2Ko8,100,,,,,https://www.youtube.com/watch?v=HCjaSQf2Ko8,judge_error
Black Eyed Peas - Now Generation,https://open.spotify.com/track/2IOkw6dxIF2rfBRu5pUmc5,https://www.youtube.com/watch?v=6cwaNK-kyXE,100,https://music.youtube.com/watch?v=eCrrgBwKPhs,4,0.655,0.795,https://www.youtube.com/watch?v=6cwaNK-kyXE,low_confidence
Guns N' Roses - Welcome To The Jungle,https://open.spotify.com/track/0G21yYKMZoHa30cYVi1iA8,https://music.youtube.com/watch?v=0CNPR2qNzxk,100,,,,,https://music.youtube.com/watch?v=0CNPR2qNzxk,judge_error
AC/DC - It's a Long Way to the Top (If You Wanna Rock 'N' Roll),https://open.spotify.com/track/7nemcVsXVFZF01iqpIIo2Y,https://music.youtube.com/watch?v=vj_rvLVpqg8,100,,,,,https://music.youtube.com/watch?v=vj_rvLVpqg8,judge_error
Boston - More Than a Feeling,https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF,https://music.youtube.com/watch?v=ufQUxoidxkM,100,,none,0.368,0.772,https://music.youtube.com/watch?v=ufQUxoidxkM,rejected_all
Lynyrd Skynyrd - Free Bird,https://open.spotify.com/track/5EWPGh7jbTNO2wakv8LjUI,https://www.youtube.com/watch?v=MQNRKX8GwPo,100,,,,,https://www.youtube.com/watch?v=MQNRKX8GwPo,judge_error
